status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,500.0,1682,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,10.0,33.0,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,True,WUG,True,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,600.0,873,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,8.571428571428571,4.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Urban,True,VWC,False,gravity,gravity,vwc,user-group,never pay,unknown,dry,spring,groundwater,improved spring,0.0,,False
functional needs repair,600.0,836,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,4.477611940298507,4.0,False
functional needs repair,600.0,1015,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.4634146341463414,5.0,False
functional needs repair,0.0,1351,Pangani,Tanga,4,Lushoto,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,33.0,False
functional needs repair,0.0,0,Rufiji,Dodoma,1,Chamwino,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,600.0,794,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,2.608695652173913,4.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,WUG,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1585,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,41.0,False
functional needs repair,0.0,1689,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,other,0.0,38.0,False
functional needs repair,100.0,1081,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Parastatal,True,gravity,gravity,parastatal,parastatal,pay monthly,good,enough,river,surface,communal standpipe multiple,0.625,33.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Chato,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay per bucket,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,other handpump,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,25.0,990,Internal,Manyara,21,Babati,True,Water Board,True,gravity,gravity,water board,user-group,pay per bucket,good,insufficient,river,surface,communal standpipe,0.10416666666666667,29.0,False
functional needs repair,1000.0,1012,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Parastatal,True,gravity,gravity,parastatal,parastatal,pay monthly,good,enough,river,surface,communal standpipe multiple,7.142857142857143,6.0,False
functional needs repair,0.0,1632,Internal,Manyara,21,Babati,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,42.0,False
functional needs repair,0.0,1615,Lake Victoria,Mara,20,Serengeti,True,WUG,,other handpump,handpump,wug,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,20.0,False
functional needs repair,500.0,1329,Lake Nyasa,Ruvuma,10,Mbinga,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,500.0,7.0,False
functional needs repair,1000.0,1538,Internal,Singida,13,Singida Rural,True,VWC,,afridev,handpump,vwc,user-group,pay annually,good,insufficient,machine dbh,groundwater,hand pump,1000.0,23.0,False
functional needs repair,3600.0,910,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe multiple,23.225806451612904,34.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1547,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.4807692307692308,4.0,False
functional needs repair,0.0,305,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,spring,groundwater,communal standpipe,0.0,20.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Meatu,True,WUG,True,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,500.0,538,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,swn 80,handpump,vwc,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,2.0,26.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,300,Rufiji,Morogoro,5,Ulanga,True,,True,swn 80,handpump,vwc,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,34.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,200.0,1052,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.1111111111111112,7.0,False
functional needs repair,0.0,338,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,4.0,False
functional needs repair,0.0,1151,Lake Victoria,Mwanza,19,Ukerewe,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,23.0,False
functional needs repair,500.0,1393,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,1.3513513513513513,4.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,300.0,1015,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,2.142857142857143,7.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,1500.0,160,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,swn 80,handpump,vwc,user-group,pay annually,salty,insufficient,shallow well,groundwater,hand pump,3.0,7.0,False
functional needs repair,10.0,1135,Pangani,Arusha,2,Meru,True,Water Board,True,gravity,gravity,water board,user-group,pay per bucket,good,insufficient,river,surface,communal standpipe multiple,0.047619047619047616,10.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,250.0,1437,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.38461538461538464,23.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,0.0,170,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,26.0,False
functional needs repair,0.0,1339,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,3.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Misenyi,True,VWC,True,swn 80,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Kishapu,False,Parastatal,False,gravity,gravity,parastatal,parastatal,unknown,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1255,Internal,Arusha,2,Ngorongoro,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,10.0,False
functional needs repair,0.0,993,Lake Nyasa,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,4.0,False
functional needs repair,50.0,680,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,50.0,2.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,50.0,1058,Internal,Arusha,2,Monduli,True,WUA,,submersible,submersible,wua,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe,50.0,13.0,False
functional needs repair,500.0,869,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe multiple,2.1459227467811157,28.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1547,Internal,Singida,13,Singida Rural,,,True,mono,motorpump,unknown,unknown,unknown,unknown,unknown,machine dbh,groundwater,communal standpipe multiple,0.0,41.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,600.0,969,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.2,5.0,False
functional needs repair,0.0,308,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,12.0,False
functional needs repair,0.0,973,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,other,0.0,38.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,improved spring,0.0,,False
functional needs repair,500.0,1441,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.8181818181818181,33.0,False
functional needs repair,0.0,1098,Lake Rukwa,Rukwa,15,Mpanda,False,Water authority,True,gravity,gravity,water authority,commercial,never pay,good,enough,spring,groundwater,communal standpipe,0.0,3.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbeya Rural,True,VWC,True,gravity,gravity,wug,user-group,pay when scheme fails,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,VWC,False,other,other,vwc,user-group,never pay,colored,insufficient,shallow well,groundwater,other,0.0,,False
functional needs repair,0.0,540,Wami / Ruvu,Morogoro,5,Urban,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,30.0,False
functional needs repair,0.0,-8,Rufiji,Pwani,60,Mafia,True,VWC,False,nira/tanira,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1263,Lake Nyasa,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,parastatal,parastatal,unknown,good,enough,spring,groundwater,communal standpipe,0.0,1.0,False
functional needs repair,0.0,1074,Internal,Singida,13,Manyoni,True,VWC,False,mono,motorpump,vwc,user-group,never pay,fluoride,enough,machine dbh,groundwater,communal standpipe,0.0,15.0,False
functional needs repair,0.0,115,Ruvuma / Southern Coast,Lindi,80,Kilwa,,,True,gravity,gravity,other,other,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,10.0,False
functional needs repair,0.0,423,Ruvuma / Southern Coast,Mtwara,9,Tandahimba,True,Water Board,True,submersible,submersible,vwc,user-group,never pay,good,seasonal,machine dbh,groundwater,communal standpipe,0.0,31.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1339,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,16.0,False
functional needs repair,0.0,1215,Lake Victoria,Mara,20,Musoma Rural,,Parastatal,False,gravity,gravity,parastatal,parastatal,unknown,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,0.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,other,other,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,300.0,244,Rufiji,Morogoro,5,Kilombero,True,Company,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,2.0689655172413794,16.0,False
functional needs repair,100.0,864,Lake Tanganyika,Kigoma,16,Urban,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe multiple,0.2222222222222222,26.0,False
functional needs repair,0.0,1568,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,41.0,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Meatu,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,10.0,465,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,pay monthly,good,insufficient,machine dbh,groundwater,communal standpipe,0.03333333333333333,1.0,False
functional needs repair,0.0,1243,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,37.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,50.0,1262,Lake Tanganyika,Kigoma,16,Kasulu,True,Private operator,False,india mark ii,handpump,private operator,commercial,pay per bucket,good,enough,machine dbh,groundwater,hand pump,0.05263157894736842,5.0,False
functional needs repair,20.0,940,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,water board,user-group,pay per bucket,good,insufficient,spring,groundwater,communal standpipe,0.08,1.0,False
functional needs repair,2000.0,272,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,dry,spring,groundwater,communal standpipe multiple,40.0,18.0,False
functional needs repair,0.0,0,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,submersible,submersible,vwc,user-group,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,50.0,709,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,50.0,2.0,False
functional needs repair,0.0,1129,Pangani,Arusha,2,Meru,True,VWC,True,gravity,gravity,wua,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,5.0,False
functional needs repair,0.0,307,Ruvuma / Southern Coast,Lindi,80,Ruangwa,True,WUA,True,gravity,gravity,wua,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,38.0,False
functional needs repair,300.0,265,Rufiji,Morogoro,5,Kilombero,True,Company,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,2.4,16.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Kishapu,True,WUG,False,other,other,wug,user-group,unknown,salty,insufficient,shallow well,groundwater,other,0.0,,False
functional needs repair,500.0,1022,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,wug,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,3.125,6.0,False
functional needs repair,0.0,1753,Pangani,Tanga,4,Lushoto,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,26.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,swn 80,handpump,wug,user-group,pay when scheme fails,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,200.0,260,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.6666666666666666,5.0,False
functional needs repair,250.0,1511,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.6410256410256411,12.0,False
functional needs repair,0.0,1217,Internal,Arusha,2,Ngorongoro,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe multiple,0.0,40.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Geita,True,VWC,True,india mark ii,handpump,vwc,user-group,pay monthly,good,insufficient,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,12000.0,1115,Lake Rukwa,Rukwa,15,Mpanda,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,150.0,3.0,False
functional needs repair,500.0,1620,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,6.25,9.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,Water Board,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Meatu,True,WUG,True,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,20.0,506,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe multiple,20.0,25.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,Parastatal,False,nira/tanira,handpump,parastatal,parastatal,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,india mark ii,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Kishapu,True,WUG,False,other,other,wug,user-group,unknown,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,0.0,-27,Rufiji,Pwani,6,Mafia,True,VWC,False,india mark ii,handpump,vwc,user-group,never pay,good,enough,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,200.0,637,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,2.2222222222222223,11.0,False
functional needs repair,0.0,-16,Ruvuma / Southern Coast,Lindi,80,Kilwa,,,False,submersible,submersible,vwc,user-group,never pay,salty,enough,machine dbh,groundwater,communal standpipe multiple,0.0,6.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,827,Lake Rukwa,Rukwa,15,Sumbawanga Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,other,0.0,39.0,False
functional needs repair,0.0,1566,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,10.0,False
functional needs repair,0.0,1343,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,16.0,False
functional needs repair,0.0,1624,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,1.0,False
functional needs repair,0.0,1513,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,11.0,False
functional needs repair,250.0,1057,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,False,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.5555555555555556,13.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Kishapu,True,WUG,False,other,other,wug,user-group,unknown,salty,unknown,shallow well,groundwater,other,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1170,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,15.0,False
functional needs repair,200.0,257,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,1.0,16.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,500.0,462,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,500.0,27.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Misenyi,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,,WUG,False,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,354,Ruvuma / Southern Coast,Lindi,80,Ruangwa,True,VWC,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,32.0,False
functional needs repair,0.0,1625,Internal,Singida,13,Singida Rural,True,VWC,,mono,motorpump,vwc,user-group,unknown,good,insufficient,machine dbh,groundwater,communal standpipe,0.0,23.0,False
functional needs repair,0.0,1772,Rufiji,Iringa,11,Njombe,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,37.0,False
functional needs repair,0.0,1267,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Meatu,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,200.0,1023,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,wug,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe multiple,1.0,7.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Kyela,True,Water authority,True,gravity,gravity,water authority,commercial,pay monthly,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1173,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.1,15.0,False
functional needs repair,20.0,1268,Wami / Ruvu,Morogoro,5,Kilosa,True,Water authority,True,gravity,gravity,water authority,commercial,pay per bucket,good,enough,spring,groundwater,communal standpipe,0.13333333333333333,5.0,False
